movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
Just Getting Started,8-Dec-17,"Action,Comedy",2,8,0,21,7,13,3,3.6
Bullet Head,8-Dec-17,"Drama,Thriller,Crime",5,1,4,51,6,2,9,6.1
The Pirates of Somalia,8-Dec-17,"Biography,Drama",6,1,4,54,9,1,5,6.3
"I, Tonya",8-Dec-17,"Biography,Drama,Sport,Comedy",6,1,40,77,21,18,312,7.8
Foxtrot,8-Dec-17,Drama,2,0,32,88,4,4,24,7.3
Wonder Wheel,1-Dec-17,Drama,18,12,10,45,17,10,20,5.8
Voyeur,1-Dec-17,Documentary,4,1,7,59,4,0,4,6.8
The Disaster Artist,1-Dec-17,"Biography,Drama,History,Comedy",5,0,39,76,35,21,290,7.6
The Other Side of Hope,1-Dec-17,"Drama,Comedy",0,0,23,84,3,2,12,7.3
My Happy Family,1-Dec-17,Drama,0,0,10,86,3,1,3,6.0
Loveless,1-Dec-17,Drama,2,0,31,86,11,4,89,8.1
The Shape of Water,1-Dec-17,"Adventure,Drama,Thriller,Fantasy,Horror,Romance,War",3,1,49,87,149,129,653,7.0
Bombshell: The Hedy Lamarr Story,24-Nov-17,"Biography,History,War,Documentary",2,1,17,70,0,0,10,8.1
Call Me by Your Name,24-Nov-17,"Drama,Romance",2,0,51,93,60,122,752,7.9
The Man Who Invented Christmas,22-Nov-17,"Biography,Drama,Comedy",11,1,20,60,7,4,17,6.7
Darkest Hour,22-Nov-17,"Biography,Drama,History,War",4,2,44,75,51,17,238,7.3
Coco,22-Nov-17,"Adventure,Mystery,Fantasy,Horror,Comedy,Music,Animation,Family,Musical",3,0,45,81,40,53,697,8.3
The Star,17-Nov-17,"Adventure,Fantasy,Comedy,Animation,Family",9,3,0,42,11,5,14,6.2
Justice League,17-Nov-17,"Action,Adventure,Sci-Fi,Fantasy",28,12,12,45,488,399,1230,6.5
"Roman J. Israel, Esq.",17-Nov-17,"Drama,Crime",19,2,20,58,37,4,35,6.4
Wonder,17-Nov-17,"Drama,Family",9,0,24,66,20,13,173,7.7
Sweet Virginia,17-Nov-17,"Drama,Thriller",3,0,10,72,4,0,9,7.4
"Jim & Andy: The Great Beyond — Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",17-Nov-17,Documentary,2,0,14,77,0,0,24,8.6
The Breadwinner,17-Nov-17,"Drama,Animation,Family",1,1,18,78,5,1,42,8.0
On the Beach at Night Alone,17-Nov-17,Drama,1,0,13,80,2,0,7,7.7
Mudbound,17-Nov-17,Drama,3,0,41,85,20,27,111,6.7
A Fantastic Woman,17-Nov-17,Drama,2,0,41,86,7,17,76,7.0
Daddy's Home 2,10-Nov-17,Comedy,8,15,3,30,37,26,41,5.6
Murder on the Orient Express,10-Nov-17,"Drama,Mystery,Crime",28,3,15,52,137,34,195,6.4
Mayhem,10-Nov-17,"Action,Horror",6,0,7,62,7,1,21,7.2
Thelma,10-Nov-17,"Sci-Fi,Drama,Mystery,Thriller,Fantasy,Romance",3,0,28,74,9,0,42,7.8
"Three Billboards Outside Ebbing, Missouri",10-Nov-17,"Drama,Comedy,Crime",1,0,49,88,86,82,711,7.7
Newness,3-Nov-17,"Drama,Romance",6,0,2,50,4,1,7,6.9
LBJ,3-Nov-17,"Biography,Drama",11,0,8,54,1,2,13,7.8
Last Flag Flying,3-Nov-17,"Drama,Comedy,War",15,1,29,65,7,2,31,7.4
My Friend Dahmer,3-Nov-17,"Biography,Drama,Thriller,Horror,Crime",5,2,19,68,11,0,15,7.2
Blade of the Immortal,3-Nov-17,"Action,Drama",0,1,25,72,3,5,24,6.8
Princess Cyd,3-Nov-17,"Drama,Romance",2,0,8,72,1,0,8,8.4
A Gray State,3-Nov-17,Documentary,1,0,10,74,2,0,3,7.2
Thor: Ragnarok,3-Nov-17,"Action,Adventure,Sci-Fi,Drama,Fantasy,Comedy",4,0,47,74,204,176,1550,7.8
Lady Bird,3-Nov-17,"Drama,Comedy",1,0,49,94,96,78,645,7.6
A Bad Moms Christmas,1-Nov-17,"Action,Adventure,Comedy",19,8,3,42,24,28,22,4.5
1945,1-Nov-17,Drama,2,0,11,73,4,0,2,6.7
Jigsaw,27-Oct-17,"Mystery,Thriller,Horror,Crime",13,3,2,39,72,29,85,6.0
Suburbicon,27-Oct-17,"Drama,Mystery,Thriller,Comedy,Crime",29,13,7,42,51,37,23,4.4
All I See Is You,27-Oct-17,"Drama,Mystery",11,9,5,43,12,2,3,5.2
The Divine Order,27-Oct-17,"Drama,Comedy",4,0,12,67,2,1,5,6.6
Thank You for Your Service,27-Oct-17,"Biography,Drama,War",9,0,25,68,16,4,22,6.4
The Square,27-Oct-17,"Drama,Comedy",7,1,25,73,19,7,64,7.2
Novitiate,27-Oct-17,Drama,3,0,27,73,4,0,16,7.5
Mr. Roosevelt,27-Oct-17,Comedy,1,0,12,73,1,0,3,7.5
Bill Nye: Science Guy,27-Oct-17,Documentary,1,0,11,73,1,0,5,7.7
God's Own Country,25-Oct-17,"Drama,Romance",1,0,21,85,4,3,65,8.3
Tyler Perry's Boo 2! A Madea Halloween,20-Oct-17,"Horror,Comedy",1,9,0,17,3,28,6,2.3
Geostorm,20-Oct-17,"Action,Sci-Fi,Thriller",5,16,1,21,50,96,44,4.1
The Snowman,20-Oct-17,"Drama,Mystery,Thriller,Horror,Crime",12,27,1,23,47,49,18,4.1
Leatherface,20-Oct-17,"Thriller,Horror",4,5,3,40,20,9,8,4.9
Same Kind of Different as Me,20-Oct-17,Drama,5,1,1,47,4,1,7,6.7
Jungle,20-Oct-17,"Action,Adventure,Biography,Drama,Thriller",10,1,3,48,12,3,25,6.7
Killing Gunther,20-Oct-17,"Action,Comedy",2,2,3,53,6,2,3,5.3
Tragedy Girls,20-Oct-17,"Horror,Comedy",6,0,4,58,6,4,9,6.5
1922,20-Oct-17,"Drama,Mystery,Thriller,Horror,Crime",1,0,7,70,19,2,37,6.8
Wonderstruck,20-Oct-17,"Drama,Mystery,Family",8,1,35,71,12,6,27,6.2
Only the Brave,20-Oct-17,"Biography,Drama",7,0,28,72,18,6,85,7.4
The Killing of a Sacred Deer,20-Oct-17,"Drama,Mystery,Thriller,Horror",7,2,36,73,40,25,136,6.9
A Silent Voice,20-Oct-17,"Drama,Romance,Animation",1,0,9,78,6,7,89,8.3
One of Us,20-Oct-17,Documentary,0,0,9,79,0,1,6,7.7
The Work,20-Oct-17,Documentary,1,0,12,84,0,1,5,8.2
BPM (Beats Per Minute),20-Oct-17,Drama,2,0,23,84,3,1,29,8.3
Jane,20-Oct-17,"Biography,Documentary",1,0,23,87,1,1,16,8.3
The Secret Scripture,13-Oct-17,"Drama,Romance",5,3,2,37,4,1,6,7.2
Breathe,13-Oct-17,"Biography,Drama,Romance",16,2,11,51,13,3,14,6.3
Goodbye Christopher Robin,13-Oct-17,"Biography,History,Family",12,3,13,54,15,1,27,7.0
The Foreigner,13-Oct-17,"Action,Drama,Mystery,Thriller,Crime",8,4,11,55,41,10,113,7.1
Tom of Finland,13-Oct-17,"Biography,Drama",8,0,5,56,1,0,6,7.3
Happy Death Day,13-Oct-17,"Mystery,Thriller,Horror",12,1,13,58,82,22,159,6.7
Marshall,13-Oct-17,"Biography,Drama",10,0,24,66,13,6,39,6.5
Professor Marston & the Wonder Women,13-Oct-17,"Biography,Drama",8,0,30,68,10,15,42,6.2
78/52: Hitchcock’s Shower Scene,13-Oct-17,Documentary,2,0,18,74,0,1,10,7.8
Human Flow,13-Oct-17,Documentary,1,0,21,77,2,0,8,7.8
The Meyerowitz Stories (New and Selected),13-Oct-17,"Drama,Comedy",1,0,39,79,15,7,72,7.1
My Little Pony: The Movie,6-Oct-17,"Adventure,Fantasy,Comedy,Animation,Family,Musical",2,7,4,39,14,20,80,7.1
The Mountain Between Us,6-Oct-17,"Action,Adventure,Drama,Thriller,Romance",24,6,7,48,45,21,31,5.2
Una,6-Oct-17,"Drama,Romance",13,0,15,62,4,9,6,4.5
Better Watch Out,6-Oct-17,"Thriller,Horror,Comedy",1,2,10,67,18,9,29,6.0
Walking Out,6-Oct-17,"Adventure,Drama,Mystery,Thriller",1,0,12,79,7,4,10,5.8
Brawl in Cell Block 99,6-Oct-17,"Action,Drama,Thriller,Crime",2,0,19,79,15,10,89,7.2
The Florida Project,6-Oct-17,Drama,0,0,44,92,30,37,230,7.4
Faces Places,6-Oct-17,Documentary,0,0,22,94,5,19,53,6.8
Flatliners,29-Sep-17,"Sci-Fi,Drama,Thriller,Horror",10,10,0,27,30,42,15,3.8
Mark Felt: The Man Who Brought Down the White House,29-Sep-17,"Biography,Drama,History,Thriller",17,3,9,49,12,5,11,5.7
American Made,29-Sep-17,"Action,Biography,Drama,History,Thriller,Comedy,Crime",18,0,32,65,59,18,172,6.9
Our Souls at Night,29-Sep-17,"Drama,Romance",5,0,10,69,4,1,6,6.4
Super Dark Times,29-Sep-17,"Drama,Thriller",1,0,17,75,9,1,24,7.1
Gerald's Game,29-Sep-17,"Drama,Thriller,Horror",2,0,10,77,23,18,87,6.7
Lucky,29-Sep-17,"Drama,Comedy",2,0,32,80,10,1,34,7.4
Friend Request,22-Sep-17,"Thriller,Horror",7,10,1,31,10,17,14,4.5
Woodshock,22-Sep-17,"Drama,Thriller",12,9,3,39,3,5,3,4.4
Kingsman: The Golden Circle,22-Sep-17,"Action,Adventure,Comedy",20,11,13,44,155,57,281,6.5
The LEGO Ninjago Movie,22-Sep-17,"Action,Adventure,Comedy,Animation,Family",18,4,11,55,46,23,38,5.3
Victoria and Abdul,22-Sep-17,"Biography,Drama,History",14,3,18,58,30,7,27,5.9
Loving Vincent,22-Sep-17,"Biography,Drama,Crime,Animation",5,1,15,62,12,3,111,8.2
Gaga: Five Foot Two,22-Sep-17,"Biography,Music,Musical,Documentary",6,0,9,63,15,235,940,7.9
The King's Choice,22-Sep-17,"Biography,Drama,History,War",3,0,5,64,1,0,5,7.0
Battle of the Sexes,22-Sep-17,"Biography,Drama,Sport,Comedy",8,0,38,73,33,18,88,6.4
Stronger,22-Sep-17,"Biography,Drama",5,0,36,76,19,6,69,7.4
Unrest,22-Sep-17,"Drama,History,Romance,Documentary",0,0,7,80,1,1,13,8.9
American Assassin,15-Sep-17,"Action,Thriller",16,6,8,45,48,23,48,5.8
Brad's Status,15-Sep-17,"Drama,Comedy,Music",8,2,30,71,9,6,35,6.6
First They Killed My Father,15-Sep-17,"Biography,Drama,History",5,0,17,72,6,2,25,7.4
mother!,15-Sep-17,"Drama,Mystery,Thriller,Horror",15,1,35,75,89,174,563,6.8
Rat Film,15-Sep-17,Documentary,2,0,11,85,0,3,4,4.6
EX LIBRIS: The New York Public Library,13-Sep-17,Documentary,1,1,20,91,0,1,8,7.7
Home Again,8-Sep-17,"Drama,Comedy,Romance",11,12,6,41,11,10,15,5.5
Year by the Sea,8-Sep-17,"Drama,Comedy,Romance",5,3,1,43,1,0,3,8.5
Rebel in the Rye,8-Sep-17,"Biography,Drama",16,6,8,46,9,2,9,6.2
Rememory,8-Sep-17,"Sci-Fi,Drama,Mystery",6,1,3,48,7,0,1,5.5
The Limehouse Golem,8-Sep-17,"Thriller,Horror",8,0,12,63,11,4,7,5.4
The Unknown Girl,8-Sep-17,"Drama,Mystery,Thriller,Crime",5,1,15,65,2,2,10,6.6
It,8-Sep-17,"Adventure,Drama,Thriller,Horror",11,1,37,69,146,75,979,7.8
The Layover,1-Sep-17,Comedy,0,7,0,15,4,8,4,4.1
Tulip Fever,1-Sep-17,"Drama,Romance",9,8,4,38,15,13,10,4.4
I Do... Until I Don't,1-Sep-17,Comedy,10,3,5,43,1,2,3,5.3
Unlocked,1-Sep-17,"Action,Drama,Mystery,Thriller",12,1,2,46,17,2,11,6.2
Goon: Last of the Enforcers,1-Sep-17,"Sport,Comedy",7,4,6,48,9,3,6,5.5
Viceroy's House,1-Sep-17,"Biography,Drama,History",9,2,5,53,2,1,1,5.0
Dolores,1-Sep-17,"Biography,History,Documentary",0,0,11,81,0,1,3,7.3
The Teacher,30-Aug-17,"Drama,Comedy",1,0,7,77,1,1,7,6.9
Birth of the Dragon,25-Aug-17,"Action,Biography,Drama",8,5,0,35,7,11,8,4.5
Death Note,25-Aug-17,"Action,Adventure,Drama,Mystery,Thriller,Fantasy,Horror,Crime",7,4,3,43,96,247,70,3.2
Bushwick,25-Aug-17,"Action,Adventure",10,7,7,44,1,0,5,8.2
England Is Mine,25-Aug-17,"Biography,Drama,Music",15,2,2,45,4,0,1,5.8
Leap!,25-Aug-17,"Adventure,Comedy,Animation,Family,Musical",12,3,3,48,11,3,11,6.0
All Saints,25-Aug-17,Drama,2,0,5,63,3,4,8,5.7
The Villainess,25-Aug-17,"Action,Drama,Thriller,Crime",8,0,13,64,8,1,22,7.2
Polina,25-Aug-17,Drama,6,0,7,65,0,2,3,5.0
Beach Rats,25-Aug-17,Drama,5,0,23,78,7,2,28,7.4
6 Days,18-Aug-17,"Action,Drama,History,Thriller",2,4,1,36,7,0,10,7.2
The Hitman's Bodyguard,18-Aug-17,"Action,Comedy",25,7,10,47,108,21,158,6.5
What Happened to Monday,18-Aug-17,"Action,Adventure,Sci-Fi,Drama,Mystery,Thriller,Crime",8,1,3,47,39,15,73,6.5
Lemon,18-Aug-17,"Drama,Comedy",9,2,9,59,2,2,4,5.8
Shot Caller,18-Aug-17,"Drama,Thriller,Crime",2,1,7,59,10,1,29,7.4
Dave Made a Maze,18-Aug-17,"Adventure,Horror,Comedy",3,1,5,60,1,1,8,6.9
Crown Heights,18-Aug-17,"Biography,Drama,Romance,Crime",10,0,15,64,1,0,5,7.5
Patti Cake$,18-Aug-17,"Drama,Music",7,0,30,67,2,1,18,7.4
Logan Lucky,18-Aug-17,"Drama,Comedy,Crime",2,2,47,78,61,29,212,6.8
Marjorie Prime,18-Aug-17,"Sci-Fi,Drama,Mystery,Comedy",3,0,25,82,5,1,26,7.4
The Only Living Boy in New York,11-Aug-17,Drama,7,13,3,33,7,6,6,5.3
The Nut Job 2: Nutty by Nature,11-Aug-17,"Adventure,Comedy,Animation,Family",10,8,1,36,6,12,8,4.2
The Glass Castle,11-Aug-17,"Biography,Drama",26,0,14,56,13,10,36,6.2
Pilgrimage,11-Aug-17,"Adventure,Drama",3,1,5,60,3,0,4,7.4
Annabelle: Creation,11-Aug-17,"Mystery,Thriller,Horror",9,4,16,62,82,22,153,6.7
The Trip to Spain,11-Aug-17,"Drama,Comedy",8,0,23,66,8,1,8,6.5
The Nile Hilton Incident,11-Aug-17,"Drama,Thriller,Crime",2,0,6,70,2,0,12,7.3
Ingrid Goes West,11-Aug-17,"Drama,Comedy",5,0,34,71,17,4,65,7.2
In This Corner of the World,11-Aug-17,"Drama,History,War,Animation",3,0,18,73,3,1,10,7.4
Good Time,11-Aug-17,"Drama,Thriller,Crime",8,0,33,80,25,13,160,7.6
The Farthest,11-Aug-17,"History,Documentary",0,0,7,87,1,5,12,6.7
The Dark Tower,4-Aug-17,"Action,Adventure,Sci-Fi,Fantasy,Horror,Western",22,20,4,34,124,138,98,4.4
Kidnap,4-Aug-17,"Action,Drama,Mystery,Thriller",10,8,8,44,18,14,15,4.9
Fun Mom Dinner,4-Aug-17,Comedy,6,4,2,46,2,1,2,6.6
Icarus,4-Aug-17,"Sport,Thriller,Documentary",1,1,14,68,5,6,43,7.1
Wind River,4-Aug-17,"Action,Drama,Mystery,Thriller,Crime",8,1,35,73,32,14,290,7.8
Step,4-Aug-17,Documentary,2,0,25,81,1,0,4,8.6
Columbus,4-Aug-17,"Drama,Comedy,Romance",1,0,26,89,11,10,64,7.3
The Emoji Movie,28-Jul-17,"Adventure,Sci-Fi,Comedy,Animation,Family",4,22,0,12,42,587,114,2.1
The Last Face,28-Jul-17,Drama,1,19,0,16,1,4,13,7.6
A Family Man,28-Jul-17,Drama,2,5,0,21,5,0,1,5.3
Atomic Blonde,28-Jul-17,"Action,Mystery,Thriller",17,1,32,63,110,42,234,6.6
An Inconvenient Sequel: Truth to Power,28-Jul-17,Documentary,8,0,28,68,5,9,19,6.1
Brigsby Bear,28-Jul-17,"Drama,Comedy",9,0,26,68,6,3,33,7.4
The Incredible Jessica James,28-Jul-17,Comedy,3,0,12,72,4,0,8,6.9
Detroit,28-Jul-17,"Drama,History,Thriller,Crime",5,2,42,77,24,30,127,6.6
Menashe,28-Jul-17,Drama,0,0,27,81,4,1,7,6.4
First Kill,21-Jul-17,"Action,Thriller",3,3,1,39,8,3,5,6.1
Valerian and the City of a Thousand Planets,21-Jul-17,"Action,Adventure,Sci-Fi,Fantasy",22,6,17,51,166,98,312,6.4
Kuso,21-Jul-17,"Drama,Horror",5,1,5,51,1,1,3,6.6
Killing Ground,21-Jul-17,"Thriller,Horror",3,2,11,59,5,4,6,5.1
Landline,21-Jul-17,Comedy,9,0,24,66,7,1,7,6.3
The Midwife,21-Jul-17,Drama,8,1,15,66,1,0,3,7.5
Girls Trip,21-Jul-17,Comedy,6,0,29,71,23,31,47,5.6
The Untamed,21-Jul-17,"Sci-Fi,Drama,Thriller,Horror",5,0,14,72,3,1,8,6.9
The Girl Without Hands,21-Jul-17,Animation,0,0,8,82,0,2,6,6.3
Dunkirk,21-Jul-17,"Action,Drama,History,Thriller,War",0,1,52,94,247,189,2352,8.3
Wish Upon,14-Jul-17,"Thriller,Fantasy,Horror",7,15,2,32,16,20,22,5.3
Blind,14-Jul-17,"Drama,Romance",3,5,1,36,1,2,2,5.2
To the Bone,14-Jul-17,"Drama,Comedy",4,1,9,64,14,4,34,6.7
Swallows and Amazons,14-Jul-17,"Adventure,Drama,War,Family",5,0,4,65,4,1,1,5.0
Lady Macbeth,14-Jul-17,Drama,5,1,31,76,12,5,27,6.7
Endless Poetry,14-Jul-17,"Biography,Drama,Fantasy",2,0,17,78,2,0,7,7.9
War for the Planet of the Apes,14-Jul-17,"Action,Adventure,Sci-Fi,Drama,Thriller,War",5,0,45,82,102,29,614,8.0
Chasing Coral,14-Jul-17,Documentary,0,0,13,86,2,3,11,6.6
Spider-Man: Homecoming,7-Jul-17,"Action,Adventure,Sci-Fi,Fantasy,Family",6,0,45,73,201,216,1570,7.6
Our Time Will Come,7-Jul-17,"Drama,War",0,0,8,82,1,1,3,6.4
A Ghost Story,7-Jul-17,"Drama,Fantasy,Romance",4,1,41,84,39,30,149,7.0
City of Ghosts,7-Jul-17,"War,Documentary",0,0,31,86,2,2,8,6.4
The House,30-Jun-17,Comedy,6,14,2,30,23,28,16,4.5
It's Only the End of the World,30-Jun-17,Drama,10,0,1,48,7,1,14,7.2
Despicable Me 3,30-Jun-17,"Action,Adventure,Sci-Fi,Comedy,Animation,Family",19,6,12,49,112,39,82,5.7
The Little Hours,30-Jun-17,"Comedy,Romance",9,0,20,69,17,3,22,6.3
Okja,28-Jun-17,"Action,Adventure,Sci-Fi,Drama",6,1,29,75,43,18,194,7.4
Baby Driver,28-Jun-17,"Action,Thriller,Comedy,Crime,Music",0,0,53,86,136,80,979,7.8
The Bad Batch,23-Jun-17,"Sci-Fi,Romance",12,1,12,62,15,11,21,5.5
Nobody Speak: Trials of the Free Press,23-Jun-17,Documentary,2,0,12,68,2,7,3,3.3
The Beguiled,23-Jun-17,Drama,7,0,38,77,54,30,91,6.2
The Ornithologist,23-Jun-17,"Adventure,Drama,Mystery",1,0,13,85,2,5,9,5.8
The Big Sick,23-Jun-17,"Drama,Comedy,Romance",1,0,46,86,35,54,277,7.0
Transformers: The Last Knight,21-Jun-17,"Action,Adventure,Sci-Fi,Thriller",19,26,2,27,136,259,126,4.0
Once Upon a Time in Venice,16-Jun-17,"Action,Thriller,Comedy",1,7,1,28,8,7,2,4.0
Kill Switch,16-Jun-17,Sci-Fi,3,4,1,31,2,6,2,3.9
The Book of Henry,16-Jun-17,"Drama,Thriller,Crime",15,14,2,31,14,23,18,4.5
All Eyez on Me,16-Jun-17,"Biography,Drama,Music",11,9,2,38,21,28,17,4.3
Rough Night,16-Jun-17,"Drama,Comedy",26,3,11,51,44,30,22,4.6
47 Meters Down,16-Jun-17,"Adventure,Drama,Thriller,Horror",13,4,7,52,53,27,36,5.2
The Journey,16-Jun-17,Drama,11,2,8,53,2,1,3,6.3
Cars 3,16-Jun-17,"Adventure,Sport,Comedy,Animation,Family",19,1,21,59,79,29,193,7.0
Maudie,16-Jun-17,"Biography,Drama,Romance",10,2,23,65,4,3,33,7.4
Score: A Film Music Documentary,16-Jun-17,"Music,Documentary",2,0,7,67,0,2,6,6.4
Lost in Paris,16-Jun-17,Comedy,2,0,12,74,2,2,3,5.7
The Mummy,9-Jun-17,"Action,Adventure,Thriller,Fantasy,Horror",21,18,5,34,184,166,132,4.7
The Hero,9-Jun-17,"Drama,Comedy",9,1,18,61,10,1,15,6.8
My Cousin Rachel,9-Jun-17,"Drama,Mystery,Romance",10,2,22,63,20,6,21,6.0
Megan Leavey,9-Jun-17,"Biography,Drama,War",5,1,19,66,11,5,26,6.6
Beatriz at Dinner,9-Jun-17,"Drama,Comedy",7,0,29,68,16,10,20,5.4
It Comes at Night,9-Jun-17,"Mystery,Horror",3,1,39,78,61,66,194,6.2
Churchill,2-Jun-17,"Biography,Drama,Thriller",16,6,3,44,11,3,81,9.1
The Exception,2-Jun-17,"Drama,Romance,War",6,0,9,60,8,2,12,6.1
Band Aid,2-Jun-17,Comedy,1,0,20,67,0,2,7,6.0
Captain Underpants: The First Epic Movie,2-Jun-17,"Action,Adventure,Comedy,Animation,Family",5,1,19,69,43,10,97,6.9
Wonder Woman,2-Jun-17,"Action,Adventure,Sci-Fi,Fantasy,War",5,0,45,76,296,257,2002,7.7
Pirates of the Caribbean: Dead Men Tell No Tales,26-May-17,"Action,Adventure,Fantasy,Comedy",22,12,11,39,246,129,402,6.3
Black Butterfly,26-May-17,Thriller,1,4,2,43,8,3,5,5.3
War Machine,26-May-17,"Drama,Comedy,War",13,4,13,56,30,8,32,6.2
Berlin Syndrome,26-May-17,"Drama,Mystery,Thriller,Horror",5,0,12,70,9,6,20,5.9
Joshua: Teenager vs. Superpower,26-May-17,Documentary,1,0,8,72,0,0,4,8.8
Long Strange Trip,26-May-17,Documentary,1,0,12,78,0,0,5,9.4
Baywatch,25-May-17,"Action,Drama,Comedy",22,22,3,37,108,93,67,4.7
Diary of a Wimpy Kid: The Long Haul,19-May-17,"Comedy,Family",8,6,2,39,9,29,13,3.7
"Everything, Everything",19-May-17,"Drama,Romance",11,5,10,52,21,11,15,5.1
Wakefield,19-May-17,Drama,9,2,13,62,11,3,16,6.5
Alien: Covenant,19-May-17,"Action,Adventure,Sci-Fi,Thriller,Horror",18,2,32,65,366,287,568,5.8
The Survivalist,19-May-17,"Sci-Fi,Drama,Thriller",1,0,9,80,5,2,14,6.6
King Arthur: Legend of the Sword,12-May-17,"Action,Adventure,Drama,Fantasy",28,11,6,41,118,60,400,7.2
Snatched,12-May-17,"Action,Comedy",24,8,9,45,28,63,18,3.1
Paris Can Wait,12-May-17,"Drama,Comedy,Romance",11,4,10,48,8,2,4,5.0
Urban Hymn,12-May-17,"Drama,Crime",3,2,4,51,0,0,9,9.1
The Wall,12-May-17,"Drama,Thriller,War",11,1,14,57,15,6,24,6.1
Lowriders,12-May-17,Drama,7,0,2,57,2,1,3,6.5
Mindhorn,12-May-17,Comedy,2,0,7,70,4,0,9,7.0
The Wedding Plan,12-May-17,"Comedy,Romance",4,0,14,72,1,0,4,7.0
Hounds of Love,12-May-17,"Drama,Mystery,Thriller,Horror,Crime",1,1,16,73,5,2,15,7.1
Stefan Zweig: Farewell to Europe,12-May-17,Drama,1,0,7,75,1,0,3,6.8
Get Me Roger Stone,12-May-17,"Biography,Documentary",2,0,6,75,2,1,12,7.9
Manifesto,10-May-17,Drama,5,0,16,72,3,1,14,7.4
3 Generations,5-May-17,"Drama,Comedy",17,2,2,47,4,0,0,5.5
Take Me,5-May-17,"Comedy,Crime",2,3,6,56,4,1,3,6.0
The Dinner,5-May-17,"Drama,Mystery,Thriller",15,3,12,57,8,10,4,4.4
Guardians of the Galaxy Vol. 2,5-May-17,"Action,Adventure,Sci-Fi,Comedy",14,1,33,67,223,118,1402,7.7
Chuck,5-May-17,"Biography,Drama,Sport",6,0,23,68,5,0,12,7.0
Risk,5-May-17,Documentary,4,1,22,72,2,0,7,8.1
Like Crazy,5-May-17,"Drama,Comedy",3,0,5,74,1,0,4,7.8
The Lovers,5-May-17,Comedy,3,0,28,76,10,3,16,6.3
Last Men in Aleppo,3-May-17,"War,Documentary",0,0,14,80,4,17,10,3.7
Rupture,28-Apr-17,"Sci-Fi,Thriller,Horror",7,4,1,35,4,3,2,5.0
Voice from the Stone,28-Apr-17,"Drama,Mystery,Thriller",2,3,2,42,12,2,5,5.7
Below Her Mouth,28-Apr-17,"Drama,Romance",5,2,2,42,1,2,4,6.4
The Circle,28-Apr-17,"Sci-Fi,Drama,Thriller",21,6,5,43,76,59,50,4.9
How to Be a Latin Lover,28-Apr-17,Comedy,7,1,3,54,11,13,13,5.4
Sleight,28-Apr-17,"Action,Sci-Fi,Drama,Thriller",7,1,10,62,9,7,10,4.8
Buster's Mal Heart,28-Apr-17,"Drama,Mystery,Thriller",5,0,10,63,5,2,11,6.3
Casting JonBenét,28-Apr-17,Documentary,3,0,11,74,4,1,6,6.7
Obit,26-Apr-17,Documentary,3,0,12,72,0,0,4,8.0
Unforgettable,21-Apr-17,"Drama,Thriller",12,6,9,45,14,12,5,3.8
Sand Castle,21-Apr-17,"Drama,War",4,2,1,45,9,2,8,6.3
The Promise,21-Apr-17,"Drama,History",19,4,7,49,13,37,108,7.1
Born in China,21-Apr-17,"Adventure,Family,Documentary",5,1,8,57,7,2,8,6.1
Free Fire,21-Apr-17,"Action,Drama,Thriller,Comedy,Crime",14,1,24,63,40,11,79,6.5
The Student,21-Apr-17,Drama,2,0,9,76,2,1,14,7.8
The Happiest Day in the Life of Olli Mäki,21-Apr-17,"Biography,Drama,Sport,Romance",0,0,17,83,1,0,10,8.9
Sandy Wexler,14-Apr-17,Comedy,5,2,1,40,12,18,14,4.4
The Fate of the Furious,14-Apr-17,"Action,Adventure,Thriller,Crime",22,4,19,56,143,107,430,6.9
Chasing Trane: The John Coltrane Documentary,14-Apr-17,"Biography,Music,Documentary",4,0,9,69,0,1,4,7.4
My Entire High School Sinking Into the Sea,14-Apr-17,"Drama,Comedy,Animation",2,0,17,72,2,1,2,5.8
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,14-Apr-17,"Drama,Thriller",6,0,27,75,11,4,13,6.1
A Quiet Passion,14-Apr-17,"Biography,Drama",8,0,22,77,11,7,21,6.4
The Lost City of Z,14-Apr-17,"Action,Adventure,Biography,Drama,History",5,1,38,78,57,17,149,7.0
Heal the Living,14-Apr-17,Drama,2,0,10,82,2,1,5,6.8
Glory,12-Apr-17,Drama,0,0,8,83,1,1,5,7.0
The Assignment,7-Apr-17,"Action,Thriller,Crime",6,9,5,34,6,0,2,6.5
Smurfs: The Lost Village,7-Apr-17,"Adventure,Fantasy,Comedy,Animation,Family",15,7,3,40,29,12,23,5.7
Mine,7-Apr-17,"Thriller,War",5,3,2,40,11,2,9,5.7
Salt and Fire,7-Apr-17,Thriller,12,2,2,44,3,1,1,4.8
Aftermath,7-Apr-17,"Drama,Thriller",11,1,1,44,20,3,11,5.9
Going in Style,7-Apr-17,"Comedy,Crime",19,2,10,50,41,7,38,6.1
The Ticket,7-Apr-17,Drama,7,1,4,52,5,0,1,5.7
Gifted,7-Apr-17,Drama,17,2,14,60,23,4,107,7.5
The Void,7-Apr-17,"Sci-Fi,Mystery,Horror",6,1,7,62,34,15,23,5.6
Colossal,7-Apr-17,"Action,Sci-Fi,Drama,Thriller,Fantasy,Comedy",9,1,28,70,44,23,90,6.2
